Title,Year,Genre,Rating,Director,Cast,Votes,Description
Aquaslash,2022,"Comedy, Horror",3.7,Renaud Gauthier,"Nicolas Fontaine, Brittany Drisdelle, Nick Walker, Madelline Harvey",3119,"Thrills, chills and screwball comedy meet tiny bikinis and gory dismemberment in this chlorine and blood drenched murder mystery."
The Siege of Jadotville,2022,"Action, Drama, History",7.2,Richie Smyth,"Jamie Dornan, Emmanuelle Seigner, Mark Strong, Mikael Persbrandt",44459,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.
Somewhere in Queens,2022,"Comedy, Drama, Sport",6.8,Ray Romano,"Ray Romano, Laurie Metcalf, Jacob Ward, Sadie Stanley",5033,"Leo and Angela Russo live a simple life in Queens, surrounded by their overbearing Italian-American family. When their son 'Sticks' finds success on his high-school basketball team, Leo tears the family apart trying to make it happen."
For Colored Girls,2022,Drama,6.2,Tyler Perry,"Janet Jackson, Anika Noni Rose, Whoopi Goldberg, Kimberly Elise",8203,"Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular."
A Star Is Born,2022,"Drama, Musical, Romance",7.5,George Cukor,"Judy Garland, James Mason, Jack Carson, Charles Bickford",19694,"A film star helps a young singer and actress find fame, even as age and alcoholism send his own career on a downward spiral."
The Current War,2022,"Biography, Drama, History",6.5,Alfonso Gomez-Rejon,"Benedict Cumberbatch, Oliver Powell, Sophia Ally, Tuppence Middleton",31005,The dramatic story of the cutthroat race between electricity titansThomas A. EdisonandGeorge Westinghouseto determine whose electrical system would power the modern world.
Wendell & Wild,2022,"Animation, Adventure, Comedy",6.4,Henry Selick,"Lyric Ross, Keegan-Michael Key, Jordan Peele, Angela Bassett",12918,"Two scheming demon brothers, Wendell and Wild, enlist the aid of 13-year-old Kat Elliot to summon them to the Land of the Living."
Huo Yuan Jia,2022,"Action, Biography, Drama",7.6,Ronny Yu,"Jet Li, Li Sun, Yong Dong, Yun Qu",78760,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation."
Aporia,2022,"Drama, Sci-Fi",5.5,Jared Moshe,"Judy Greer, Edi Gathegi, Payman Maadi, Faithe Herman",1642,"Since losing her husband, Sophie has struggled to manage grief, a full-time job, and parenting her devastated daughter, but when a former physicist reveals a secret time-bending machine, Sophie will be faced with an impossible choice."
Stella: A Life,2022,"Drama, War",6.3,Kilian Riedhof,"Paula Beer, Bekim Latifi, Damian Hardung, Joel Basman",241,"Stella, grows up in Berlin during the rule of the Nazi regime. She dreams of a career as a jazz singer, despite all the repressive measures she is forced to go into hiding with her parents in 1944, her life turns into a culpable tragedy."
Reversal of Fortune,2022,"Biography, Drama, Mystery",7.2,Barbet Schroeder,"Jeremy Irons, Glenn Close, Ron Silver, Annabella Sciorra",18880,"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal."
The Baytown Outlaws,2022,"Action, Comedy, Crime",6.3,Barry Battles,"Billy Bob Thornton, Eva Longoria, Thomas Brodie-Sangster, Clayne Crawford",16038,"When three redneck brothers agree to help a woman save her godson from an abusive stepfather, they become targets on the run from an odd cast of characters."
After the Sunset,2022,"Action, Comedy, Crime",6.2,Brett Ratner,"Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle",49893,"The story of what happens after a master thief achieves his last big score, when the F.B.I. Agent who promised he'd capture him, is about to do just that."
The Lost Husband,2022,"Drama, Romance",6.1,Vicky Wight,"Leslie Bibb, Josh Duhamel, Nora Dunn, Herizen F. Guardiola",5715,"Trying to put her life back together after her husband's death, Libby and her children move to her estranged aunt's goat farm in central Texas."
Fifty Shades of Black,2022,Comedy,3.5,Michael Tiddes,"Marlon Wayans, Kali Hawk, Fred Willard, Mike Epps",23269,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.
Black Sheep,2022,"Comedy, Horror, Sci-Fi",5.8,Jonathan King,"Oliver Driver, Nathan Meister, Tammy Davis, Matthew Chamberlain",42132,An experiment in genetic engineering turns harmless sheep into bloodthirsty killers that terrorize a sprawling New Zealand farm.
Scarface,2022,"Action, Crime, Drama",7.7,Howard Hawks,"Richard Rosson, Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins",30378,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall."
Oegye+in 1bu,2022,"Action, Adventure, Fantasy",6.2,Dong-hoon Choi,"Yoon Byung-hee, Kim Chan-hyung, Kim Dae-myung, Shim Dal-gi",5343,The door of time opens between the swordsman who wants to seize the legendary divine sword at the end of the Goryeo Dynasty and those who chase after an alien prisoner imprisoned in a human body in 2022.
The Perfect Host,2022,"Comedy, Crime, Thriller",6.7,Nicholas Tomnay,"David Hyde Pierce, Clayne Crawford, Nathaniel Parker, Tyrees Allen",28525,An on-the-run convict looking for temporary cover finds it at the house of a very colorful character.
The Rite,2022,"Drama, Horror, Mystery",6,Mikael Håfström,"Colin O'Donoghue, Anthony Hopkins, Ciarán Hinds, Alice Braga",102712,American seminary student Michael Kovak travels to Italy to take an exorcism course.
Sabotage,2022,"Action, Crime, Drama",5.7,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams",66330,Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.
Hei tai yang 731,2022,"Drama, History, Horror",6.1,Tun-Fei Mou,"Gang Wang, Dai Yao Wu, Runshen Wang, Zhe Quan",7300,"Japanese troops round up Chinese and Russian prisoners of war and take them to unit 731, where they're horribly tortured and experimented on to test new biological weapons."
Black Dog,2022,"Action, Crime, Drama",5.5,Kevin Hooks,"Patrick Swayze, Randy Travis, Meat Loaf, Gabriel Casseus",10028,"A weapons loaded truck is shadowed by FBI and ATF. It explodes and kills the driver. Jack, just out of prison, is pressured into driving another truck from Atlanta to NJ. Things get rough when hijacking attempts are made."
Hot Seat,2022,"Action, Thriller",4.3,James Cullen Bressack,"Mel Gibson, Shannen Doherty, Kevin Dillon, Michael Welch",3572,"An ex-hacker is forced to break into high-level banking institutions, another man must try to penetrate the booby trapped building to get the young man off the hot seat."
Exorcist: The Beginning,2022,"Horror, Mystery, Thriller",5.1,Renny Harlin,"Stellan Skarsgård, Izabella Scorupco, James D'Arcy, Remy Sweeney",39842,"Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. This is the tale of Father Merrin's initial battle with Pazuzu and the rediscovery of his faith."
El espinazo del diablo,2022,"Drama, Horror, Thriller",7.4,Guillermo del Toro,"Marisa Paredes, Eduardo Noriega, Federico Luppi, Fernando Tielve",71072,"After Carlos - a 12-year-old whose father has died in the Spanish Civil War - arrives at an ominous boys' orphanage, he discovers the school is haunted and has many dark secrets which he must uncover."
Zimna wojna,2022,"Drama, Music, Romance",7.5,Pawel Pawlikowski,"Joanna Kulig, Tomasz Kot, Borys Szyc, Agata Kulesza",62002,"In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France."
Desperate Measures,2022,"Action, Crime, Drama",6.1,Barbet Schroeder,"Michael Keaton, Andy Garcia, Brian Cox, Marcia Gay Harden",17888,"Frank Conner is an honest police officer who desperately needs to save his son's life. However, after losing all hope, he finds out that a criminal Peter McCabe in jail is his only savior."
Turbo Kid,2022,"Action, Adventure, Comedy",6.7,François Simard,"Anouk Whissell, Yoann-Karl Whissell, Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright",29741,"In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord."
Wedding Season,2022,"Comedy, Romance",6.3,Tom Dey,"Pallavi Sharda, Suraj Sharma, Arianna Afsar, Sean Kleier",11220,"Pressured by their parents to find spouses, Asha and Ravi pretend to date during a summer of weddings, only to find themselves falling for each other."
Tiger,2022,Documentary,7.9,Mark Linfield,"Justine Allan, Alistair Tones, Vanessa Berlowitz, Rob Sullivan, Priyanka Chopra Jonas",309,"Lifts the veil on our planet's most revered and charismatic animal, inviting viewers to journey alongside Ambar, a young tigress raising her cubs in the fabled forests of India."
The Kid,2022,"Comedy, Drama, Family",8.2,Charles Chaplin,"Charles Chaplin, Edna Purviance, Jackie Coogan, Carl Miller",135055,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy."
Office Christmas Party,2022,Comedy,5.9,Josh Gordon,"Will Speck, Jason Bateman, Olivia Munn, T.J. Miller, Jennifer Aniston",88265,"When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand..."
Sommersby,2022,"Drama, Mystery, Romance",6.3,Jon Amiel,"Richard Gere, Jodie Foster, Lanny Flaherty, Wendell Wellman",23251,"A farmer returns home from the Civil War, but his wife begins to suspect that the man is an impostor."
Die unendliche Geschichte III: Rettung aus Phantasien,2022,"Adventure, Comedy, Family",3.2,Peter MacDonald,"Jason James Richter, Melody Kay, Jack Black, Carole Finn",12460,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.
The Sure Thing,2022,"Comedy, Drama, Romance",7,Rob Reiner,"John Cusack, Daphne Zuniga, Anthony Edwards, Boyd Gaines",22211,"Walter Gibson is a university freshman going through a dry spell. His old buddy arranges a ""sure thing"" for him in California. Gibson and his classmate Allison then take a long road trip out to Cali, and both foil each other's plans."
Sniper: Ultimate Kill,2022,"Action, Drama, Thriller",5.6,Claudio Fäh,"Carl Goldstein, Chad Michael Collins, Danay Garcia, Billy Zane, Tom Berenger",6730,"For the first time, Brandon Beckett, Richard Miller and Sgt. Thomas Beckett join forces in Colombia to take down a brutal drug cartel."
To All the Boys: Always and Forever,2022,"Comedy, Drama, Romance",6.3,Michael Fimognari,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart",33397,Lara Jean's senior year of high school takes center stage when she returns from a family trip to Korea and considers her college plans--with and without Peter.
Felon,2022,"Crime, Thriller",7.4,Ric Roman Waugh,"Stephen Dorff, Marisol Nichols, Vincent Miller, Anne Archer",83637,"Locked up for killing an intruder in self-defense, a family man must cope with life in the violent penal system."
Arctic,2022,"Adventure, Drama",6.8,Joe Penna,"Mads Mikkelsen, Maria Thelma Smáradóttir, Tintrinai Thikhasuk",58422,A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark on a deadly trek through the unknown.
Wagons East!,2022,"Adventure, Comedy, Western",4.8,Peter Markle,"John Candy, Joe Bays, Abraham Benrubi, Jill Boyd",6198,"In the 1860s Wild West, a ragged bunch of misfit settlers decides they cannot stand living in their current situation and they hire a grizzled cowboy to take them on a journey back East to their hometowns."
Star Trek: Insurrection,2022,"Action, Adventure, Sci-Fi",6.4,Jonathan Frakes,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",79547,"When the crew of the Enterprise learn of a Federation conspiracy against the inhabitants of a unique planet, Captain Picard begins an open rebellion."
Letchik,2022,"Biography, Drama, History",6.2,Renat Davletyarov,"Pyotr Fyodorov, Anna Peskova, Valeriy Grishko, Roman Knizka",1664,"During a mission in WWII, the plane of Nikolai Komlev is shot down. He manages to bring his plane down in a remote forest clearing, but far from friendly territory, he faces a relentless test of physical and mental endurance."
"Mother, Couch",2022,"Comedy, Drama",6.1,Niclas Larsson,"Ewan McGregor, Rhys Ifans, Taylor Russell, Ellen Burstyn",165,Three children are brought together when their mother refuses to move from a couch in a furniture store.
Zielona granica,2022,Drama,6.4,Agnieszka Holland,"Jalal Altawil, Maja Ostaszewska, Behi Djanati Atai, Tomasz Wlosok",5453,"A family of refugees from Syria, an English teacher from Afghanistan and a border guard all meet on the Polish-Belarusian border during the most recent humanitarian crisis in Belarus."
Prisoners of the Ghostland,2014,"Fantasy, Horror, Thriller",4.2,Sion Sono,"Nicolas Cage, Sofia Boutella, Nick Cassavetes, Bill Moseley",14104,A notorious criminal must break an evil curse in order to rescue an abducted girl who has mysteriously disappeared.
Frontière(s),2014,Horror,6.2,Xavier Gens,"Karina Testa, Aurélien Wiik, Patrick Ligardes, Samuel Le Bihan",28835,"A gang of young thieves flee Paris during the violent aftermath of a political election, only to hole up at an Inn run by neo-Nazis."
The Train,2014,"Action, Thriller, War",7.8,John Frankenheimer,"Burt Lancaster, Paul Scofield, Jeanne Moreau, Suzanne Flon",18976,"In 1944, a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo."
